Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.133686055,2.0%,4.9%,Berkeley,8,-27.3%,14.3%,19,111.1%,171.4%,16,1,1,694.958349477,0.094649421,0.362067730,712000,0.188647746,0.296903461,788.844549899,-0.059960245,0.038785938,$668K,-0.1%,0.4%,2.4,1.6,1.4,16,45.5%,220.0%,9/1/2017,30,9/30/2017,,,,Condo/Co-op,"Berkeley, CA",place,0.875,0.056818182,0.160714286,California,CA,1590
Value,,1,1.060261179,-5.4%,0.2%,Berkeley,12,9.1%,20.0%,10,-33.3%,-9.1%,20,5,-5,532.317131013,-0.065855760,0.006563302,442499.5,-0.027462939,0.140462629,561.433647371,-0.028747356,0.270874476,$463K,-25.9%,-5.6%,0.8,-0.6,-0.3,12,-14.3%,71.4%,8/1/2014,30,8/31/2014,0.6,0.466666667,0.327272727,Condo/Co-op,"Berkeley, CA",place,0.666666667,0.030303030,0.066666667,California,CA,1590
Value,,1,1.056477295,1.7%,-2.4%,Oakland,42,-25.0%,27.3%,52,33.3%,44.4%,24,-7,7,547.186259573,0.119629468,0.049752180,525000,0.073619632,0.096033403,530.690456565,-0.092260817,0.006244242,$530K,-3.2%,7.1%,1.2,0.5,0.100000000,50,150.0%,4.2%,1/1/2017,30,1/31/2017,0.096153846,-0.083333333,0.012820513,Condo/Co-op,"Oakland, CA",place,0.619047619,-0.041666667,-0.259740260,California,CA,13654
Value,,1,0.991770029,0.5%,-0.7%,Dublin,19,26.7%,-9.5%,13,-43.5%,-45.8%,32,5,2,333.704528582,-0.109590098,-0.144276924,399999,-0.047394618,-0.012348148,390.243902439,0.005374122,0.066666667,$430K,-13.1%,-1.1%,0.7,-0.8,-0.4,5,-54.5%,-54.5%,12/1/2014,30,12/31/2014,0.076923077,-0.010033445,-0.298076923,Condo/Co-op,"Dublin, CA",place,0.368421053,0.035087719,-0.107769424,California,CA,5159
Value,,1,1.055969922,-0.4%,0.6%,Berkeley,13,8.3%,225.0%,19,90.0%,0.0%,23,3,12,487.385321101,-0.084407973,-0.052777224,480000,0.084746988,0.001042753,510.514018692,-0.090695720,-0.055333792,$511K,10.4%,-14.8%,1.5,0.7,-3.3,19,58.3%,18.8%,9/1/2014,30,9/30/2014,0.210526316,-0.389473684,0.052631579,Condo/Co-op,"Berkeley, CA",place,0.769230769,0.102564103,0.269230769,California,CA,1590
Value,,1,0.999349397,-2.0%,1.3%,San Ramon,11,-26.7%,-21.4%,10,11.1%,-16.7%,19,4,-29,443.289224953,-0.126844489,0.016000146,474000,0.044052863,0.121893491,413.333333333,-0.122049383,-0.080224020,$570K,11.8%,26.4%,0.9,0.3,0,12,50.0%,0.0%,1/1/2016,30,1/31/2016,,,,Condo/Co-op,"San Ramon, CA",place,0.363636364,-0.303030303,0.292207792,California,CA,17519
Value,,1,1.023129134,1.1%,4.0%,Oakland,42,-23.6%,-28.8%,94,-4.1%,-63.4%,37,7,-7,301.401951049,0.309866341,0.417649378,299000,0.391021168,0.359090909,240.853492797,-0.023866949,0.264986832,$268K,18.9%,62.1%,2.2,0.4,-2.2,56,7.7%,-13.8%,9/1/2012,30,9/30/2012,0.106382979,-0.067086409,-0.197118967,Condo/Co-op,"Oakland, CA",place,0.476190476,0.076190476,0.154156578,California,CA,13654
Value,,1,1.121207085,1.8%,4.1%,Oakland,58,61.1%,-13.4%,35,-31.4%,-36.4%,14,0,0,508.748161476,-0.007783490,0.141403468,498500,0.147443629,0.249373434,583.276042794,0.030454342,0.231697202,$567K,1.3%,33.4%,0.6,-0.8,-0.2,72,12.5%,-1.4%,3/1/2016,30,3/31/2016,0.171428571,0.092997199,0.007792208,Condo/Co-op,"Oakland, CA",place,0.879310345,0.018199234,0.177817808,California,CA,13654
Value,,1,1.095058518,5.5%,3.2%,Berkeley,7,-30.0%,-12.5%,7,-22.2%,-36.4%,17,2,2,591.497227357,0.095313689,0.189912551,425000,-0.119170984,-0.139676113,616.264294790,0.064745665,0.089006532,$340K,-32.0%,-33.1%,1,0.1,-0.4,7,-12.5%,-50.0%,3/1/2015,30,3/31/2015,,,,Condo/Co-op,"Berkeley, CA",place,0.571428571,-0.228571429,-0.178571429,California,CA,1590
Value,,1,0.986494971,-2.1%,-5.8%,San Ramon,16,-27.3%,6.7%,21,-25.0%,600.0%,33,15,23,396.333002973,0.055102724,0.501549881,399900,0.080810811,0.294174757,365.837395383,0.069636330,0.263590750,$383K,9.3%,21.4%,1.3,0,1.1,11,-35.3%,0.0%,11/1/2013,30,11/30/2013,0.238095238,-0.190476190,,Condo/Co-op,"San Ramon, CA",place,0.1875,-0.176136364,-0.6125,California,CA,17519
Value,,1,1.068212608,-1.7%,1.4%,Oakland,71,-2.7%,16.4%,25,-41.9%,-26.5%,15,-3,-6,498.484848485,-0.008995079,0.129898990,545000,0.011131725,0.561604585,534.220532319,0.056378020,0.240349097,$485K,-4.9%,5.4%,0.4,-0.2,-0.2,17,-54.1%,-32.0%,12/1/2015,30,12/31/2015,0.12,0.003720930,-0.262352941,Condo/Co-op,"Oakland, CA",place,0.746478873,-0.006945784,0.074347726,California,CA,13654
Value,,1,1.074996209,-0.5%,-4.3%,Oakland,64,-9.9%,28.0%,81,19.1%,12.5%,16,-1,1,577.894736842,0.036096966,0.078325230,526950,-0.073901582,0.023203883,581.078047842,-0.095597657,0.016054741,$565K,-15.0%,14.7%,1.3,0.3,-0.100000000,71,-2.7%,-7.8%,7/1/2017,30,7/31/2017,0.172839506,-0.121278141,-0.007716049,Condo/Co-op,"Oakland, CA",place,0.71875,-0.041813380,-0.16125,California,CA,13654
Value,,1,1.069782699,5.2%,-2.2%,Berkeley,4,33.3%,100.0%,5,,-50.0%,15,0,-1,592.094062908,0.017183021,0.119280027,742000,0.201619433,0.212418301,553.146092486,-0.183451006,-0.313090306,$735K,-5.2%,46.8%,1.3,,-3.7,12,500.0%,20.0%,3/1/2017,30,3/31/2017,,,,Condo/Co-op,"Berkeley, CA",place,0.75,0.083333333,-0.25,California,CA,1590
Value,,1,0.984605468,-0.2%,-10.1%,San Ramon,16,0.0%,14.3%,10,-52.4%,900.0%,30,-3,15,396.325350950,-1.930705633e-05,0.352072670,459000,0.147786947,0.038520278,375.489493689,0.026383575,0.405755073,$334K,-12.7%,47.1%,0.6,-0.7,0.5,7,-36.4%,250.0%,12/1/2013,30,12/31/2013,0.3,0.061904762,,Condo/Co-op,"San Ramon, CA",place,0.1875,0,-0.669642857,California,CA,17519
Value,,1,1.017671825,0.4%,2.8%,Berkeley,12,100.0%,9.1%,26,8.3%,-52.7%,14,-2,-19,419.450631032,0.000605360,0.039807950,399000,-0.091116173,0.212765957,414.562871292,-0.064347207,0.055250945,$426K,10.5%,13.5%,2.2,-1.8,-2.8,19,26.7%,26.7%,6/1/2012,30,6/30/2012,0.346153846,0.054487179,-0.017482517,Condo/Co-op,"Berkeley, CA",place,0.75,0.25,0.477272727,California,CA,1590
Value,,1,1.025572467,0.0%,0.2%,Dublin,30,25.0%,3.4%,23,9.5%,-11.5%,16,6,7,438.732394366,-0.054368293,0.043586763,649000,0.100186472,0.128695652,441.704441169,-0.019407656,-0.000587931,$585K,-6.3%,-0.8%,0.8,-0.1,-0.1,25,-24.2%,-7.4%,7/1/2017,30,7/31/2017,0.260869565,-0.024844720,-0.046822742,Condo/Co-op,"Dublin, CA",place,0.666666667,-0.166666667,-0.057471264,California,CA,5159
Value,,1,1.056850989,3.9%,-6.6%,Alameda,6,20.0%,100.0%,8,100.0%,-11.1%,10,-20,0,420.827389444,-0.002413387,-0.135373036,469000,0.026258206,0.103529412,453.283996300,0.264707229,-0.010573642,$478K,-5.3%,2.8%,1.3,0.5,-1.7,15,150.0%,36.4%,4/1/2015,30,4/30/2015,,,,Condo/Co-op,"Alameda, CA",place,0.666666667,-0.133333333,-0.333333333,California,CA,117
Value,,1,1.036886947,-0.4%,-2.7%,Alameda,10,66.7%,25.0%,3,-50.0%,0.0%,30,15,15,469.070802215,-0.014722229,0.296747544,473944,0.142033735,0.488050235,463.039360722,-0.082007753,0.058982602,$425K,-1.2%,-16.8%,0.3,-0.7,-0.1,2,-50.0%,0.0%,12/1/2015,30,12/31/2015,,,,Condo/Co-op,"Alameda, CA",place,0.7,-0.3,-0.05,California,CA,117
Value,,1,1.042202061,2.4%,5.9%,Alameda,13,44.4%,85.7%,12,20.0%,-69.2%,14,-28,-54,256.617647059,0.008950508,0.031415052,250000,0.041666667,-0.036608863,268.123138034,0.076322883,-0.027606753,$315K,53.4%,-8.8%,0.9,-0.2,-4.7,9,-18.2%,80.0%,9/1/2012,30,9/30/2012,,,,Condo/Co-op,"Alameda, CA",place,0.538461538,-0.128205128,0.252747253,California,CA,117
Value,,1,1.017948896,-2.4%,-4.0%,Alameda,5,-16.7%,-16.7%,4,-20.0%,-33.3%,30,17,16,421.845465861,-0.038092787,-0.016995213,457000,0.029279279,0.079102715,358.410220014,-0.190504242,-0.145658843,$505K,31.7%,21.6%,0.8,0,-0.2,6,0.0%,0.0%,3/1/2015,30,3/31/2015,,,,Condo/Co-op,"Alameda, CA",place,0.8,0.133333333,-0.033333333,California,CA,117
Value,,1,1.016059413,0.4%,1.4%,San Ramon,23,-8.0%,27.8%,4,-33.3%,-78.9%,8,-1,-7,546.163954078,0.073782443,0.151808013,578944,-0.026984874,0.028319716,509.754028838,0.135929300,0.026147232,$601K,-7.5%,8.5%,0.2,0,-0.9,20,17.6%,66.7%,10/1/2017,30,10/31/2017,,,,Condo/Co-op,"San Ramon, CA",place,0.521739130,-0.078260870,0.021739130,California,CA,17519
Value,,1,1.085992776,0.0%,-3.0%,Oakland,87,61.1%,58.2%,67,-10.7%,17.5%,15,1,1,543.694816182,-0.045945049,0.076423231,577000,-0.003454231,0.209643606,591.603053435,-0.009115194,0.139235610,$575K,-5.0%,11.2%,0.8,-0.6,-0.2,73,-7.6%,-6.4%,5/1/2017,30,5/31/2017,0.134328358,0.000995025,0.011521341,Condo/Co-op,"Oakland, CA",place,0.781609195,-0.014687101,-0.054754441,California,CA,13654
Value,,1,1.047923302,0.0%,1.5%,Alameda,6,-25.0%,-33.3%,10,0.0%,150.0%,14,0,-7,405.978657249,0.049489036,0.304455528,474000,0.358166189,0.320334262,412.174671225,0.057081921,0.177248058,$498K,20.2%,51.0%,1.7,0.4,1.3,8,14.3%,60.0%,11/1/2014,30,11/30/2014,0.2,0,-0.05,Condo/Co-op,"Alameda, CA",place,0.833333333,0.208333333,0.166666667,California,CA,117
Value,,1,1.022135711,0.1%,-1.3%,Dublin,16,100.0%,60.0%,22,15.8%,-58.5%,24,13,5,297.214655263,0.040791684,0.286622475,375000,0.056338028,0.473477407,261.624028166,-0.012709667,0.116518260,$336K,-8.6%,17.7%,1.4,-1,-3.9,15,0.0%,25.0%,10/1/2012,30,10/31/2012,0.090909091,-0.119617225,-0.135506003,Condo/Co-op,"Dublin, CA",place,0.5625,-0.3125,-0.1375,California,CA,5159
Value,,1,1.054426012,2.9%,6.8%,Oakland,48,-7.7%,14.3%,65,-31.6%,-72.8%,17,-24,-34,293.569431500,0.041840388,0.346225536,307500,0.042372881,0.414443422,273.236050803,0.077998073,0.272506785,$259K,-12.2%,27.0%,1.4,-0.4,-4.3,34,-51.4%,-45.2%,11/1/2012,30,11/30/2012,0.2,0.042105263,-0.063598326,Condo/Co-op,"Oakland, CA",place,0.604166667,0.181089744,0.247023810,California,CA,13654
Value,,1,1.034683282,3.5%,-8.3%,Berkeley,8,60.0%,-11.1%,3,-50.0%,-84.2%,22,-14,8,543.025241277,-0.184869348,-0.074791267,719000,0.302536232,0.619776137,550.625274243,-0.241475090,-0.007773256,$554K,-1.9%,10.8%,0.4,-0.8,-1.7,4,0.0%,-50.0%,11/1/2015,30,11/30/2015,,,,Condo/Co-op,"Berkeley, CA",place,0.75,0.55,-0.138888889,California,CA,1590
Value,,1,1.125312529,1.1%,7.2%,Oakland,62,14.8%,-25.3%,53,-7.0%,-36.1%,14,2,-3,456.043956044,0.009337996,0.131476541,409900,0.027318296,0.101881720,500.417014178,-0.012994491,0.173705361,$456K,-0.2%,15.3%,0.9,-0.2,-0.1,77,-3.8%,-1.3%,5/1/2015,30,5/31/2015,0.113207547,0.007944389,0.052966583,Condo/Co-op,"Oakland, CA",place,0.870967742,0.093189964,0.256509911,California,CA,13654
Value,,1,1.072986641,1.1%,9.4%,Fremont,19,-29.6%,-38.7%,19,46.2%,-75.3%,18,4,-49,276.057692308,0.101146326,0.188690346,272500,0.013011152,0.174568966,301.587301587,0.063223029,0.456193589,$285K,-0.3%,54.1%,1,0.5,-1.5,24,26.3%,-44.2%,1/1/2013,30,1/31/2013,0.052631579,,-0.259056733,Condo/Co-op,"Fremont, CA",place,0.842105263,0.101364522,0.487266553,California,CA,6671
Value,,1,1.050507680,-1.1%,1.4%,San Ramon,14,100.0%,0.0%,16,-15.8%,-23.8%,12,-4,1,328.422959573,-0.048259443,0.299260031,424950,0.031682447,0.553321758,378.087288615,-0.004984916,0.424888013,$420K,29.2%,115.9%,1.1,-1.6,-0.4,14,-33.3%,-22.2%,7/1/2013,30,7/31/2013,0.1875,-0.023026316,0.139880952,Condo/Co-op,"San Ramon, CA",place,0.785714286,0.071428571,0.357142857,California,CA,17519
Value,,1,1.025596205,-1.3%,2.5%,Dublin,25,4.2%,38.9%,27,12.5%,-6.9%,9,-4,-23,409.566517190,-0.037369208,0.015190811,545000,-0.007285974,0.222110102,432.584269663,-0.021253415,0.182164472,$550K,2.5%,6.8%,1.1,0.1,-0.5,25,0.0%,31.6%,9/1/2015,30,9/30/2015,0.037037037,-0.004629630,-0.238825032,Condo/Co-op,"Dublin, CA",place,0.84,0.09,0.228888889,California,CA,5159
Value,,1,1.015759436,-0.2%,0.3%,San Ramon,29,3.6%,16.0%,23,-11.5%,-39.5%,18,5,4,440,0.043212576,0.050232281,469800,-0.086871593,0.238026220,452,0.008070364,0.107572519,$500K,4.5%,19.0%,0.8,-0.1,-0.7,27,-3.6%,-3.6%,7/1/2015,30,7/31/2015,0.217391304,0.140468227,0.059496568,Condo/Co-op,"San Ramon, CA",place,0.620689655,-0.057881773,0.100689655,California,CA,17519
Value,,1,1.013134998,0.0%,-3.7%,San Ramon,25,25.0%,78.6%,38,8.6%,137.5%,14,5,2,418.954937840,-0.041803752,0.275656667,379475,-0.103955136,-0.107012590,408.099688474,0.004355018,0.079379553,$420K,-6.6%,0.0%,1.5,-0.3,0.4,28,-12.5%,100.0%,7/1/2014,30,7/31/2014,0.157894737,-0.042105263,-0.029605263,Condo/Co-op,"San Ramon, CA",place,0.52,-0.08,-0.265714286,California,CA,17519
Value,,1,1.058272462,-3.5%,3.2%,Berkeley,10,-52.4%,-16.7%,11,-8.3%,-52.2%,25,9,-7,528.846153846,0.044602913,0.124678275,388000,0.043010753,-0.101851852,441.769551604,-0.206263232,0.077235160,$490K,8.9%,22.9%,1.1,0.5,-0.8,7,-30.0%,-50.0%,8/1/2013,30,8/31/2013,0.272727273,0.106060606,0.011857708,Condo/Co-op,"Berkeley, CA",place,0.6,-0.161904762,-0.066666667,California,CA,1590
Value,,1,1.093037143,4.8%,8.7%,Berkeley,21,133.3%,61.5%,12,-20.0%,-52.0%,16,0,-2,506.265248834,0.145851043,0.259421496,372000,-0.172413793,0.010869565,556.569343066,0.098928405,0.631365518,$450K,0.0%,21.6%,0.6,-1.1,-1.3,10,-44.4%,-9.1%,7/1/2013,30,7/31/2013,0.166666667,0.033333333,-0.033333333,Condo/Co-op,"Berkeley, CA",place,0.761904762,0.206349206,0.300366300,California,CA,1590
Value,,1,1.025919160,0.3%,-1.0%,Dublin,19,26.7%,-29.6%,19,18.8%,-9.5%,9,-3,1,423.988372738,0.009753869,0.021488683,554995,-0.057733447,0.088759196,457.827019299,0.093140404,0.104358393,$588K,-2.0%,6.5%,1,-0.1,0.2,30,20.0%,25.0%,5/1/2016,30,5/31/2016,0.157894737,0.032894737,0.062656642,Condo/Co-op,"Dublin, CA",place,0.789473684,0.056140351,-0.062378168,California,CA,5159
Value,,1,1.019475245,-1.0%,0.4%,Fremont,39,2.6%,62.5%,28,-20.0%,-15.2%,14,-1,-9,415.418602295,0.023448367,0.107250352,405194,0.013010325,0.098086721,397.435897436,-0.051492905,0.175809181,$412K,4.3%,25.8%,0.7,-0.2,-0.7,24,-27.3%,-27.3%,10/1/2014,30,10/31/2014,0.321428571,0.064285714,-0.011904762,Condo/Co-op,"Fremont, CA",place,0.615384615,-0.042510121,-0.092948718,California,CA,6671
Value,,1,0.992817105,0.7%,3.3%,Fremont,39,14.7%,-2.5%,52,-17.5%,-55.6%,31,-18,-34,211.799304045,0.012254605,0.072545627,184950,-0.097804878,-0.097584777,236.768802228,0.175012761,0.062230536,$254K,31.9%,31.9%,1.3,-0.6,-1.6,46,31.4%,-8.0%,3/1/2012,30,3/31/2012,0.25,-0.099206349,-0.057692308,Condo/Co-op,"Fremont, CA",place,0.333333333,-0.078431373,0.058333333,California,CA,6671
Value,,1,1.018941082,-3.5%,5.9%,Oakland,42,-12.5%,-19.2%,58,-10.8%,-74.8%,40,23,-13,280.199252802,-0.045543498,0.398945025,295000,-0.040650407,0.432038835,289.370123049,0.059048109,0.428030871,$271K,4.6%,48.7%,1.4,0,-3,31,-8.8%,-36.7%,12/1/2012,30,12/31/2012,0.103448276,-0.096551724,-0.174812594,Condo/Co-op,"Oakland, CA",place,0.452380952,-0.151785714,0.221611722,California,CA,13654
Value,,1,1.002505213,-2.0%,2.3%,Dublin,11,-31.3%,-15.4%,11,-50.0%,-76.1%,26,2,-28,267.078006657,-0.101396913,0.190489537,377500,0.006666667,0.154434251,259.935608145,-0.006453612,0.101969442,$401K,19.5%,21.5%,1,-0.4,-2.5,10,-33.3%,-16.7%,11/1/2012,30,11/30/2012,,,,Condo/Co-op,"Dublin, CA",place,0.454545455,-0.107954545,0.146853147,California,CA,5159
Value,,1,1.041342241,-4.0%,-0.7%,Alameda,6,-45.5%,0.0%,6,-25.0%,-40.0%,15,-2,1,476.079757269,0.037082490,0.172671885,415000,-0.105603448,-0.124472574,504.404435262,-0.004349506,0.223763784,$430K,-6.6%,-13.8%,1,0.3,-0.7,4,-33.3%,-50.0%,11/1/2015,30,11/30/2015,0.333333333,0.208333333,0.133333333,Condo/Co-op,"Alameda, CA",place,1,0.272727273,0.166666667,California,CA,117
Value,,1,0.986475241,-0.6%,1.8%,Fremont,45,15.4%,28.6%,52,0.0%,-53.6%,23,-8,-43,216.161026838,0.020593660,-0.147856041,225000,0.216545012,-0.117560545,201.098901099,-0.150652877,-0.002427572,$190K,-25.2%,-4.0%,1.2,-0.1,-2,41,-10.9%,-6.8%,4/1/2012,30,4/30/2012,0.057692308,-0.192307692,-0.219093407,Condo/Co-op,"Fremont, CA",place,0.4,0.066666667,0.114285714,California,CA,6671
Value,,1,1.000876851,-0.8%,0.9%,Dublin,21,23.5%,10.5%,6,-45.5%,-53.8%,26,7,-6,415.311824730,-0.038387463,0.244549562,732697.5,0.337039234,0.831748329,398.024404416,-0.070664985,0.019937536,$612K,4.6%,42.3%,0.3,-0.3,-0.4,6,-33.3%,20.0%,12/1/2015,30,12/31/2015,0.166666667,-0.196969697,0.089743590,Condo/Co-op,"Dublin, CA",place,0.285714286,-0.302521008,-0.082706767,California,CA,5159
Value,,1,1.114382244,6.8%,2.1%,Berkeley,11,0.0%,-47.6%,15,15.4%,25.0%,15,-10,-1,569.844685629,0.078488868,0.125585228,454995,-0.008725490,0.223104839,578.051087985,0.264810291,0.038596709,$625K,25.0%,38.9%,1.4,0.2,0.8,14,-17.6%,40.0%,7/1/2014,30,7/31/2014,0.133333333,0.056410256,-0.033333333,Condo/Co-op,"Berkeley, CA",place,0.636363636,0.090909091,-0.125541126,California,CA,1590
Value,,1,1.024156914,0.2%,-0.1%,Alameda,7,-36.4%,16.7%,10,-37.5%,11.1%,14,-7,-18,537.368461871,-0.030830716,0.045606836,605000,0.027164686,-0.129496403,575.968222443,0.039142668,0.184378784,$543K,-13.8%,11.7%,1.4,-0.1,-0.1,8,-11.1%,14.3%,11/1/2017,30,11/30/2017,0.4,0.3375,0.288888889,Condo/Co-op,"Alameda, CA",place,0.714285714,-0.012987013,0.214285714,California,CA,117
Value,,1,1.127300153,-8.1%,-9.4%,Berkeley,9,-18.2%,-25.0%,15,200.0%,25.0%,15,0,0,759.898477157,0.207144067,0.187978306,592000,0,-0.011686144,758.706467662,0.163616130,0.048200992,$725K,-3.5%,10.7%,1.7,1.2,0.7,18,80.0%,12.5%,6/1/2016,30,6/30/2016,,,,Condo/Co-op,"Berkeley, CA",place,0.888888889,-0.111111111,-0.111111111,California,CA,1590
Value,,1,1.061911182,0.3%,8.4%,Oakland,38,-2.6%,-37.7%,50,-26.5%,-69.9%,13,-7,-90,287.234042553,-0.002268812,0.262060668,302394,0.214433735,0.267102451,335.205992509,0.102348850,0.667074640,$330K,10.0%,69.3%,1.3,-0.4,-1.4,56,-16.4%,-37.8%,3/1/2013,30,3/31/2013,0.2,0.170588235,-0.034939759,Condo/Co-op,"Oakland, CA",place,0.684210526,0.094466937,0.438308887,California,CA,13654
Value,,1,1.039253840,-2.1%,-2.9%,Oakland,56,-5.1%,-21.1%,39,-53.0%,56.0%,31,15,16,488.720844900,-0.137924843,-0.019587363,489000,-0.110100091,-0.102752294,584.628785848,0.030182883,0.094358510,$548K,-0.5%,12.9%,0.7,-0.7,0.3,20,-58.3%,17.6%,12/1/2016,30,12/31/2016,0.179487179,0.022860673,0.059487179,Condo/Co-op,"Oakland, CA",place,0.660714286,-0.017251816,-0.085764588,California,CA,13654
Value,,1,1.107983898,1.0%,9.0%,Fremont,39,25.8%,25.8%,29,31.8%,-17.1%,11,0,-7,355.317535545,0.014786882,0.579189047,335000,-0.042720389,0.425531915,373.222748815,0.110596860,0.686088653,$375K,15.4%,76.5%,0.7,0,-0.4,45,21.6%,55.2%,5/1/2013,30,5/31/2013,0.172413793,0.036050157,-0.113300493,Condo/Co-op,"Fremont, CA",place,0.871794872,0.065343259,0.258891646,California,CA,6671
Value,,1,1.013364495,-1.9%,-0.4%,San Ramon,22,10.0%,-21.4%,28,3.7%,7.7%,10,2,-3,454.326696490,-0.058304665,0.077180280,499949.5,-0.047715238,-0.028271412,474.212371113,-0.077947038,0.057609375,$546K,4.5%,14.1%,1.3,-0.100000000,0.4,30,-9.1%,7.1%,6/1/2016,30,6/30/2016,0.25,0.138888889,0.173076923,Condo/Co-op,"San Ramon, CA",place,0.681818182,-0.018181818,0.003246753,California,CA,17519
Value,,1,1.010942305,-0.9%,-0.5%,Fremont,21,-46.2%,-4.5%,26,-7.1%,-13.3%,16,2,3,419.795661302,0.010536502,0.192564802,389999,-0.037500555,0.143692082,425.669436750,0.071039228,0.150504740,$386K,-6.3%,3.6%,1.2,0.5,-0.2,21,-12.5%,-27.6%,11/1/2014,30,11/30/2014,0.230769231,-0.090659341,0.030769231,Condo/Co-op,"Fremont, CA",place,0.476190476,-0.139194139,-0.114718615,California,CA,6671
Value,,1,1.015922086,-0.3%,-3.4%,Fremont,24,-56.4%,-17.2%,33,3.1%,65.0%,23,8,11,375.180375180,0.071943929,0.678502260,369000,0.054288727,0.716279070,338.010541026,-0.018679074,0.200742208,$328K,2.3%,13.7%,1.4,0.8,0.7,33,43.5%,32.0%,10/1/2013,30,10/31/2013,0.333333333,0.114583333,0.283333333,Condo/Co-op,"Fremont, CA",place,0.708333333,0.053787879,-0.015804598,California,CA,6671
Value,,1,1.040431371,5.7%,0.5%,Berkeley,10,400.0%,150.0%,9,-25.0%,-25.0%,15,-35,4,540.025412961,-0.028716451,0.155235808,482500,0.015789474,0.155688623,578.790141897,0.012152830,-0.194517053,$500K,38.0%,-32.7%,0.9,-5.1,-2.1,8,0.0%,-20.0%,2/1/2015,30,2/28/2015,0.333333333,,,Condo/Co-op,"Berkeley, CA",place,0.8,0.8,0.05,California,CA,1590
Value,,1,1.030095513,-1.5%,0.9%,Fremont,26,-35.0%,-13.3%,19,72.7%,-55.8%,14,-1,-2,549.658489658,0.030893612,0.083644659,533900,-0.029173880,0.071227929,563.524675002,-0.016621966,0.066190735,$600K,3.5%,7.5%,0.7,0.4,-0.7,26,18.2%,-43.5%,7/1/2017,30,7/31/2017,0.105263158,0.014354067,0.012239902,Condo/Co-op,"Fremont, CA",place,0.730769231,-0.144230769,-0.035897436,California,CA,6671
Value,,1,1.064474392,1.7%,1.5%,Alameda,6,-14.3%,-40.0%,5,-28.6%,-58.3%,18,3,2,498.059508409,-0.111406784,-0.132986444,650000,0.547619048,0.522248244,560.040111346,-0.030887112,-0.031198811,$770K,33.9%,21.5%,0.8,-0.2,-0.4,5,-28.6%,-37.5%,4/1/2018,30,4/30/2018,0.2,0.057142857,0.033333333,Condo/Co-op,"Alameda, CA",place,0.833333333,-0.023809524,-0.066666667,California,CA,117
Value,,1,1.032948318,-1.8%,-4.3%,San Ramon,12,-14.3%,0.0%,24,50.0%,84.6%,11,-1,3,393.081761006,0.196876618,0.419797339,375000,-0.117543240,0.394052045,373.589877223,-0.011895167,0.413932026,$386K,-8.1%,29.5%,2,0.9,0.9,23,64.3%,21.1%,8/1/2013,30,8/31/2013,0.375,0.1875,0.067307692,Condo/Co-op,"San Ramon, CA",place,0.5,-0.285714286,-0.333333333,California,CA,17519
Value,,1,1.031231025,3.5%,0.8%,Dublin,13,44.4%,-35.0%,7,-36.4%,-53.3%,8,-25,-1,441.119455561,0.106398297,0.182722341,512250,-0.033388433,-0.046533271,414.474789916,0.085939620,0.022205336,$545K,0.0%,21.4%,0.5,-0.7,-0.3,10,-44.4%,-54.5%,2/1/2016,30,2/29/2016,,,,Condo/Co-op,"Dublin, CA",place,0.769230769,0.547008547,0.069230769,California,CA,5159
Value,,1,1.052847928,-1.1%,-2.0%,Oakland,66,-14.3%,-4.3%,52,-50.0%,-24.6%,17,2,0,411.403508772,-0.035580385,0.029115562,395000,0.007653061,0.165191740,437.552213868,-0.004845038,0.167942121,$405K,-1.2%,23.1%,0.8,-0.6,-0.2,27,-70.0%,-34.1%,11/1/2014,30,11/30/2014,0.230769231,0.086538462,0.056856187,Condo/Co-op,"Oakland, CA",place,0.712121212,0.036796537,0.016469038,California,CA,13654
Value,,1,1.025788249,0.0%,0.1%,Oakland,30,-50.0%,-33.3%,71,42.0%,39.2%,26,-3,6,383.333333333,-0.057377049,0.405555556,369000,-0.051413882,0.556962025,388.508371385,0.026480013,0.104411438,$335K,-10.1%,3.1%,2.4,1.6,1.3,71,208.7%,54.3%,1/1/2014,30,1/31/2014,0.183098592,0.123098592,0.124275062,Condo/Co-op,"Oakland, CA",place,0.566666667,0.016666667,0.033333333,California,CA,13654
